feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium_bifidum	Probiotic	Probiotic	2.38374788805288	0.661881159787791	719	206	0.000340782267839353	0.0138101718659599
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_faecis_CAG_32	Do_you_drink_alcohol	Do_you_drink_alcohol	0.849668131668549	0.234080861784932	719	94	0.00030614472520079	0.0138101718659599
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes_indistinctus	Case_status	Case_status	1.61725627711927	0.446621904547037	719	304	0.000316436936692741	0.0138101718659599
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium.s__Faecalibacterium_prausnitzii	Do_you_drink_alcohol	Do_you_drink_alcohol	1.37106623260504	0.378411607820748	719	658	0.000313895657350595	0.0138101718659599
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Megasphaera.s__Megasphaera_sp_DISK_18	Laxatives	Laxatives	0.874490845601756	0.243142793944331	719	57	0.00034708103895931	0.0138101718659599
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Turicibacter.s__Turicibacter_sanguinis	Depression_anxiety_mood_med	Depression_anxiety_mood_med	-1.01075068335664	0.288127990446811	719	128	0.000482926576773311	0.0181352515752954
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Klebsiella.s__Klebsiella_quasipneumoniae	Do_you_drink_alcohol	Do_you_drink_alcohol	-0.736562356224186	0.210655520260699	719	126	0.00050375698820265	0.0181352515752954
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__Lactobacillus_fermentum	Pain_med	Pain_med	1.29149290666955	0.373805170798913	719	139	0.000586449203148698	0.0201525271627462
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium_longum	Sleep_aid	Sleep_aid	1.65086530617717	0.480662024462482	719	570	0.000631603285285073	0.0207605253771963
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Eisenbergiella.s__Eisenbergiella_tayi	Laxatives	Laxatives	1.27619789236889	0.378110492344129	719	362	0.000781936524417187	0.0228973081517087
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans	Case_status	Case_status	0.766029810600256	0.227091474394727	719	702	0.00078747356077305	0.0228973081517087
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Coprobacillus.s__Coprobacillus_cateniformis	Case_status	Case_status	0.793003986195706	0.234846635000321	719	93	0.000777786109217323	0.0228973081517087
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_mutans	total_seqs_scaled	total_seqs_scaled	0.44424507866263	0.13363421244681	719	205	0.000936556255929805	0.0252870189101047
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Pseudoflavonifractor.s__Pseudoflavonifractor_sp_An184	total_seqs_scaled	total_seqs_scaled	0.341704652560118	0.102499938365981	719	87	0.000906093974122912	0.0252870189101047
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Klebsiella.s__Klebsiella_pneumoniae	Do_you_drink_alcohol	Do_you_drink_alcohol	-1.08752297221128	0.339270257965068	719	188	0.00141505378520599	0.0368889883315768
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_eligens	Depression_anxiety_mood_med	Depression_anxiety_mood_med	-1.35638014068619	0.427921440530717	719	364	0.0015983304340001	0.0389786389710993
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans	Laxatives	Laxatives	0.783188996042506	0.246911092762365	719	702	0.00158617313473917	0.0389786389710993
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__Actinomyces_sp_ICM47	Laxatives	Laxatives	-1.01328993082409	0.324603867679662	719	215	0.00187911256594118	0.0405822541178508
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_faecis_CAG_32	Case_status	Case_status	0.797235066511008	0.255990983767613	719	94	0.00192558854981747	0.0405822541178508
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.s__Enterococcus_avium	Case_status	Case_status	0.582448203004185	0.187087611795997	719	54	0.00193248829132623	0.0405822541178508
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Blautia_hansenii	Case_status	Case_status	-1.08322769016989	0.346383874750441	719	137	0.00184405129423706	0.0405822541178508
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Turicibacter.s__Turicibacter_sanguinis	Case_status	Case_status	0.927142685516358	0.296887305742854	719	128	0.00187122350628685	0.0405822541178508
